discharge_number,record_index,time_s,voltage_V,current_A,temperature_C,capacity_Ah,power_W
1,2,0.0,4.191491807505295,-0.004901589207462691,24.330033885570543,1.8564874208181574,-0.02054497100683624
1,2,16.781,4.190749067776103,-0.0014780055516425076,24.325993424022467,1.8564874208181574,-0.006193950387713744
1,2,35.702999999999996,3.9748709122299895,-2.0125283240860368,24.389085127564876,1.8564874208181574,-7.999540295448557
1,2,53.781,3.9517167075108937,-2.0139793620987403,24.544752316727223,1.8564874208181574,-7.958675893787724
1,2,71.922,3.934352489432596,-2.011143595991146,24.731385200934106,1.8564874208181574,-7.912547813494188
1,2,90.094,3.920058441667911,-2.0130066278129433,24.909816397303786,1.8564874208181574,-7.891103624491583
1,2,108.281,3.9079035099130923,-2.0143996570526377,25.105884152527363,1.8564874208181574,-7.872079490163732
1,2,126.453,3.8970357216910942,-2.01160288530172,25.3170185607883,1.8564874208181574,-7.839288301877676
1,2,144.641,3.8874765805404445,-2.0180146876333027,25.50942310048985,1.8564874208181574,-7.844984837361105
1,2,162.844,3.878958592475142,-2.0131347535115096,25.70360345147403,1.8564874208181574,-7.808866349943798
1,2,181.016,3.871015984807792,-2.0131622022459528,25.887208193567197,1.8564874208181574,-7.7929830649049405
1,2,199.219,3.863479677493402,-2.0130302341846087,26.077814856061327,1.8564874208181574,-7.7773013999520195
1,2,217.391,3.856660507031456,-2.013710498518572,26.254314624563154,1.8564874208181574,-7.766197752231202
1,2,235.594,3.850013579168339,-2.0141501374546595,26.436710686894443,1.8564874208181574,-7.7545053796842165
1,2,253.75,3.8438419054138055,-2.0134639832409995,26.61127890990982,1.8564874208181574,-7.739437233823154
1,2,271.984,3.837687975719061,-2.012645836387535,26.781347653774752,1.8564874208181574,-7.723906725685475
1,2,290.141,3.831938252983524,-2.013409300587134,26.957458850986356,1.8564874208181574,-7.715260117832641
1,2,308.359,3.826414443009924,-2.013145499824814,27.129800142459914,1.8564874208181574,-7.703129016410101
1,2,326.5,3.8210957343825593,-2.0120412894303126,27.305824075615053,1.8564874208181574,-7.688202388443752
1,2,344.75,3.815896664668625,-2.0144632529994038,27.464816676940977,1.8564874208181574,-7.6869836082179335
1,2,362.906,3.8106968219063564,-2.013140029715948,27.617964522755162,1.8564874208181574,-7.67146631329103
1,2,381.047,3.8058373809696873,-2.0092264361962906,27.775477825458733,1.8564874208181574,-7.646789077708349
1,2,399.187,3.801121633463299,-2.0146661803839097,27.93132997915235,1.8564874208181574,-7.657991202464152
1,2,417.281,3.7962931305502456,-2.013218328840318,28.07896948157122,1.8564874208181574,-7.642766912074344
1,2,435.484,3.7914489063900754,-2.011514220111743,28.233503103314952,1.8564874208181574,-7.626553390030754
1,2,453.672,3.78662468670613,-2.0122022798127417,28.378779409387704,1.8564874208181574,-7.619454827385283
1,2,471.812,3.782062923033413,-2.0138533447712548,28.52252419508983,1.8564874208181574,-7.616520067686188
1,2,490.203,3.7771754018686496,-2.012131460111624,28.6658983307403,1.8564874208181574,-7.600173456459676
1,2,508.344,3.7724062939793614,-2.010701731407519,28.816718288957553,1.8564874208181574,-7.585183866876925
1,2,526.625,3.7679374591949557,-2.01208603752232,28.932748936688018,1.8564874208181574,-7.581414351903496
1,2,544.922,3.7632293036403497,-2.0122939193277443,29.0704460950252,1.8564874208181574,-7.572723444751457
1,2,563.125,3.7585114920291285,-2.0134659783611792,29.184586265911197,1.8564874208181574,-7.567635018480165
1,2,581.406,3.754213210075249,-2.013587960930042,29.292444107327626,1.8564874208181574,-7.559438522572049
1,2,599.656,3.7496292028995617,-2.0128470572358244,29.4027458081941,1.8564874208181574,-7.547430106781892
1,2,617.875,3.7451688596363826,-2.0124262827670187,29.498965095148666,1.8564874208181574,-7.53687624653284
1,2,636.047,3.7410050087611926,-2.012455650506209,29.593702926896327,1.8564874208181574,-7.528606668453492
1,2,654.422,3.736699828857414,-2.0133848004978523,29.681428273132017,1.8564874208181574,-7.523414639444443
1,2,672.594,3.73248270531015,-2.012628857345505,29.76670141542565,1.8564874208181574,-7.5121024022502265
1,2,690.812,3.7283525544000353,-2.0155053619337076,29.83908101440069,1.8564874208181574,-7.514514564572506
1,2,708.937,3.724533235478666,-2.011329657572897,29.910875731095434,1.8564874208181574,-7.49126415713418
1,2,727.266,3.7206510260877064,-2.0108790415318465,29.982244319075193,1.8564874208181574,-7.481779169213728
1,2,745.578,3.7164090082277776,-2.0129961302858654,30.03264277840019,1.8564874208181574,-7.481116952122047
1,2,763.797,3.7127918378393843,-2.01075794856787,30.094357850362577,1.8564874208181574,-7.465525699313452
1,2,782.109,3.7084276144367743,-2.0137012692563894,30.1385033025236,1.8564874208181574,-7.467665394136777
1,2,800.484,3.7047917716546044,-2.0111444364618514,30.18676402113827,1.8564874208181574,-7.450871359812803
1,2,818.797,3.700682577796298,-2.012174075768356,30.237829191847663,1.8564874208181574,-7.4464175456893225
1,2,837.016,3.6967577147701225,-2.01231592461865,30.280514742929128,1.8564874208181574,-7.439044418888767
1,2,855.25,3.6930393322124,-2.0120123756511448,30.334837313988494,1.8564874208181574,-7.430440840177788
1,2,873.578,3.689176796697776,-2.0120803747271694,30.386284604555797,1.8564874208181574,-7.422920231534439
1,2,891.812,3.685214481541968,-2.0107110810878415,30.422588674734524,1.8564874208181574,-7.409901594221819
1,2,910.141,3.681493741415728,-2.013344119617849,30.47429007075274,1.8564874208181574,-7.41211377568927
1,2,928.391,3.6777922137897634,-2.0110307397305536,30.521639036326526,1.8564874208181574,-7.396153196272898
1,2,946.719,3.6740618131820946,-2.0126836937029475,30.56564255984485,1.8564874208181574,-7.394724301048287
1,2,965.047,3.6703017649960348,-2.0114412418104908,30.614342540274404,1.8564874208181574,-7.38259634000286
1,2,983.391,3.666733911530225,-2.0127904770485,30.65539856459504,1.8564874208181574,-7.380367098998835
1,2,1001.766,3.6629980495062586,-2.011569191758114,30.703512411809328,1.8564874208181574,-7.368374025856853
1,2,1020.172,3.659664386801439,-2.0126631912960185,30.75861687077348,1.8564874208181574,-7.365671803812171
1,2,1038.594,3.6558941361243935,-2.0139053880760813,30.805908655557538,1.8564874208181574,-7.362624898976667
1,2,1056.922,3.6523265130031755,-2.010715775544467,30.859714600620457,1.8564874208181574,-7.343790537134799
1,2,1075.203,3.648763482293651,-2.012021545570249,30.910104091858255,1.8564874208181574,-7.341390741064755
1,2,1093.687,3.6455468592716467,-2.009214327441653,30.955158203441794,1.8564874208181574,-7.324684981008512
1,2,1112.0,3.6420762548373222,-2.0137098496526478,31.00631131316394,1.8564874208181574,-7.334084827551942
1,2,1130.328,3.6384640630533522,-2.012817105537171,31.06151882732067,1.8564874208181574,-7.323562703996064
1,2,1148.75,3.6350760693865416,-2.0140626569872073,31.121401494237123,1.8564874208181574,-7.321270966659272
1,2,1167.125,3.6316648242502687,-2.0110737646568038,31.162425809723153,1.8564874208181574,-7.303545850076677
1,2,1185.641,3.628578536468816,-2.010892908444055,31.224806538316223,1.8564874208181574,-7.2966828467174505
1,2,1203.984,3.625012599283518,-2.012403944593161,31.27691155461776,1.8564874208181574,-7.2949896539980585
1,2,1222.406,3.6215822268112277,-2.0132359077233173,31.329021354767168,1.8564874208181574,-7.291099381788935
1,2,1240.797,3.618461251661822,-2.0141938465196407,31.377583838007816,1.8564874208181574,-7.288282386966999
1,2,1259.156,3.615067251937504,-2.0126366754770078,31.439329349553738,1.8564874208181574,-7.275816935565301
1,2,1277.547,3.6118818087581213,-2.0122103196974557,31.49875419125704,1.8564874208181574,-7.267865849110604
1,2,1295.906,3.608578677267317,-2.011552238457628,31.554685554736025,1.8564874208181574,-7.258844515907537
1,2,1314.297,3.6055349411099233,-2.0140642055357367,31.603942615720726,1.8564874208181574,-7.261778866697897
1,2,1332.687,3.6021858993564058,-2.0118993923590667,31.6581151604487,1.8564874208181574,-7.247235622079551
1,2,1351.203,3.598857145114916,-2.015418659421735,31.700917686184457,1.8564874208181574,-7.253203842857836
1,2,1369.687,3.5957670937938047,-2.0127496500225766,31.758563275374726,1.8564874208181574,-7.237378959596177
1,2,1388.125,3.5930166635689296,-2.0138512952228385,31.811383026189695,1.8564874208181574,-7.2358012616855305
1,2,1406.578,3.589710093997269,-2.0135540833621937,31.869243502981195,1.8564874208181574,-7.228075417854685
1,2,1425.062,3.5866522032766084,-2.0163099096877253,31.91584617496636,1.8564874208181574,-7.231802380069939
1,2,1443.609,3.583442038235367,-2.0127709962440115,31.964417387723174,1.8564874208181574,-7.212648201281671
1,2,1462.047,3.580485344347141,-2.012822716309189,32.01315881764927,1.8564874208181574,-7.206882236514055
1,2,1480.547,3.577250478130265,-2.012519953474933,32.06671887324482,1.8564874208181574,-7.199287965814903
1,2,1499.031,3.5743688339111253,-2.011585027857753,32.11931241437056,1.8564874208181574,-7.190146830336996
1,2,1517.672,3.5712851276871667,-2.0162285132879596,32.16182646107055,1.8564874208181574,-7.200526903524097
1,2,1536.109,3.568720665506147,-2.012227513512012,32.21984558129608,1.8564874208181574,-7.181077911170366
1,2,1554.781,3.5655546732997907,-2.013824259805759,32.26525994564743,1.8564874208181574,-7.180400500754916
1,2,1573.281,3.562595408782016,-2.013887804659261,32.314372051414715,1.8564874208181574,-7.174667446681177
1,2,1591.859,3.559784470410582,-2.0108430845976044,32.370839882731325,1.8564874208181574,-7.158167984983065
1,2,1610.406,3.556893753831353,-2.010678198048069,32.41202452924694,1.8564874208181574,-7.151768723602057
1,2,1628.953,3.553973587540843,-2.013477429843029,32.44708743388991,1.8564874208181574,-7.155845604771747
1,2,1647.562,3.551197827421948,-2.013286566822403,32.50304552076205,1.8564874208181574,-7.149578882077511
1,2,1666.062,3.5485155995774695,-2.011740383270553,32.553065051986884,1.8564874208181574,-7.138692132335516
1,2,1684.656,3.5458058311007727,-2.0130222067974155,32.5989989552268,1.8564874208181574,-7.137785878997621
1,2,1703.219,3.5431107215501156,-2.013411432030162,32.64351728885966,1.8564874208181574,-7.1337396317176385
1,2,1721.891,3.540293557597872,-2.013698959876419,32.690300195578764,1.8564874208181574,-7.129085454592022
1,2,1740.437,3.537401005590436,-2.013064141778605,32.730074455102304,1.8564874208181574,-7.121015119445685
1,2,1759.016,3.5351870427542216,-2.0110514146671736,32.779918655246846,1.8564874208181574,-7.10944290344394
1,2,1777.641,3.5325089411636674,-2.012815244329944,32.82181469931217,1.8564874208181574,-7.11028784750606
1,2,1796.328,3.5299033377316102,-2.0148401368014133,32.86578626864282,1.8564874208181574,-7.112190923890923
1,2,1815.047,3.5275475345562626,-2.0129686752427793,32.90915818545944,1.8564874208181574,-7.100842687491652
1,2,1833.75,3.5250155059872195,-2.0137554374049196,32.95555573054014,1.8564874208181574,-7.098519142118417
1,2,1852.391,3.5226033573884603,-2.0119977076121405,32.983756223362334,1.8564874208181574,-7.087469879892412
1,2,1871.078,3.5201127792301476,-2.011265054968487,33.028157482792835,1.8564874208181574,-7.079879822413596
1,2,1889.844,3.5179689456722643,-2.010186980979301,33.06736385250343,1.8564874208181574,-7.071775374079863
1,2,1908.578,3.5153862484304494,-2.0125204660350757,33.11495219390969,1.8564874208181574,-7.074786770984544
1,2,1927.281,3.5132836904357765,-2.0135954787601995,33.160279476682916,1.8564874208181574,-7.074332154663428
1,2,1946.031,3.5111398620917647,-2.0130695572564217,33.20376347715873,1.8564874208181574,-7.068168767646442
1,2,1964.891,3.5088048409150656,-2.0121285589478077,33.23715597360877,1.8564874208181574,-7.060166428179523
1,2,1983.703,3.5068911484708996,-2.0116508334334893,33.28336571800471,1.8564874208181574,-7.0546405015820115
1,2,2002.484,3.504711595241825,-2.0109261555754006,33.31893013910395,1.8564874208181574,-7.047716214620173
1,2,2021.187,3.5027863690522647,-2.0150827459752803,33.354143538103976,1.8564874208181574,-7.058404375114619
1,2,2039.906,3.5006411924363916,-2.0125090167753217,33.39763348309851,1.8564874208181574,-7.045071964273352
